name,location,city,P.O Box,Phone,Mobile,company_page_link,Logo url
,"<span itemprop=""streetAddress"">Opp Oasis Water, National Paints R/A, Kalba Rd</span>","City : Sharjah,  UAE ",95368,Phone : 06-5358335Call,Phone : 06-5358335Call,,
,"<span itemprop=""streetAddress"">Level 3, Abu Dhabi Mall</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6587863Call,Phone : 02-6587863Call,,
,"<span itemprop=""streetAddress"">Saadiyat Island</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6575888Call,Phone : 02-6575888Call,,
,"<span itemprop=""streetAddress"">Hor Al Anz</span>","City : Dubai,  UAE ",24269,Phone : 04-2339114Call,Phone : 04-2339114Call,,
,"<span itemprop=""streetAddress"">Mazaya Centre, Sh Zayed Rd</span>","City : Dubai,  UAE ",114820,Phone : 04-3434214Call,Phone : 04-3434214Call,,
,"<span itemprop=""streetAddress"">Deira</span>","City : Dubai,  UAE ",29134,Phone : 04-2688288Call,Phone : 04-2688288Call,,
,"<span itemprop=""streetAddress"">Oud Metha Road</span>","City : Dubai,  UAE ",,Phone : 056-4334701Call,Phone : 056-4334701Call,,
,"<span itemprop=""streetAddress"">Behind KM Trading, Salam Street</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6774447Call,Phone : 02-6774447Call,,
,"<span itemprop=""streetAddress"">Al Qasimiah</span>","City : Sharjah,  UAE ",29373,Phone : 06-5669660Call,Phone : 06-5669660Call,,
,"<span itemprop=""streetAddress"">203, Dar Al Wuhaida building, Hor Al Anz, Deira</span>","City : Dubai,  UAE ",50715,Phone : 04-2692334Call,Phone : 04-2692334Call,,
,"<span itemprop=""streetAddress"">Ground Floor, Mall of the Emirates</span>","City : Dubai,  UAE ",,Phone : 04-3477913Call,Phone : 04-3477913Call,,
,"<span itemprop=""streetAddress"">Near ADCB, Airport Rd</span>","City : Abu Dhabi,  UAE ",4710,Phone : 02-4433490Call,Phone : 02-4433490Call,,
,"<span itemprop=""streetAddress"">Al Musalla Rd, Deira</span>","City : Dubai,  UAE ",45763,Phone : 04-3976720Call,Phone : 04-3976720Call,,
,"<span itemprop=""streetAddress"">Sheraton Grand Hotel, Shk Zayed Road</span>","City : Dubai,  UAE ",,Phone : 04-5034444Call,Phone : 04-5034444Call,,
,"<span itemprop=""streetAddress"">Diamond 4 Bldg, Near Marina Mall, Dubai Marina</span>","City : Dubai,  UAE ",,Phone : 04-4572919Call,Phone : 04-4572919Call,,
,"<span itemprop=""streetAddress"">Bhnd Saeed Tower 1, Sh Zayed Rd</span>","City : Dubai,  UAE ",115944,Phone : 04-3322400Call,Phone : 04-3322400Call,,
,"<span itemprop=""streetAddress"">Bhnd NMC Hospital, Al Nahda 2</span>","City : Dubai,  UAE ",,Phone : 04-2206444Call,Phone : 04-2206444Call,,
,"<span itemprop=""streetAddress"">Radisson Blu Hotel</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6562000Call,Phone : 02-6562000Call,,
,"<span itemprop=""streetAddress"">Al Mamzar Corniche</span>","City : Dubai,  UAE ",,Phone : 04-2387169Call,Phone : 04-2387169Call,,
,"<span itemprop=""streetAddress"">Beach Rotana, Al Zahiyah</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6979350Call,Phone : 02-6979350Call,,
,"<span itemprop=""streetAddress"">Four Seasons Hotel, DIFC</span>","City : Dubai,  UAE ",,Phone : 04-5060000Call,Phone : 04-5060000Call,,
,"<span itemprop=""streetAddress"">Le Meridian, Mina Seyahi</span>","City : Dubai,  UAE ",,Phone : 04-5117139Call,Phone : 04-5117139Call,,
,"<span itemprop=""streetAddress"">Al Wahda St</span>","City : Sharjah,  UAE ",,Phone : 06-5397667Call,Phone : 06-5397667Call,,
,"<span itemprop=""streetAddress"">Murjan Tower, Jumeirah Beach Res</span>","City : Dubai,  UAE ",66413,Phone : 04-4270443Call,Phone : 04-4270443Call,,
,"<span itemprop=""streetAddress"">3rd Flr, Food Court, Burjuman Centre, Bur Dubai</span>","City : Dubai,  UAE ",26570,Phone : 04-3514774Call,Phone : 04-3514774Call,,
,"<span itemprop=""streetAddress"">Hotel Intercontinental Abu Dhabi, Khalidya</span>","City : Abu Dhabi,  UAE ",4171,Phone : 02-6666888Call,Phone : 02-6666888Call,,
,"<span itemprop=""streetAddress"">Dubai Mall</span>","City : Dubai,  UAE ",,Phone : 04-3804117Call,Phone : 04-3804117Call,,
,"<span itemprop=""streetAddress"">Next To Hollywood Magic</span>","City : Abu Dhabi,  UAE ",,Phone : 600565564Call,Phone : 600565564Call,,
,"<span itemprop=""streetAddress"">Near Corniche Hospital, Corniche Rd</span>","City : Abu Dhabi,  UAE ",640,Phone : 02-6773333Call,Phone : 02-6773333Call,,
,"<span itemprop=""streetAddress"">Towers Rotana, Shk Zayed Road</span>","City : Dubai,  UAE ",,Phone : 04-3438000Call,Phone : 04-3438000Call,,
,"<span itemprop=""streetAddress"">Dubai Marine Beach Resort</span>","City : Dubai,  UAE ",,Phone : 04-3461111Call,Phone : 04-3461111Call,,
,"<span itemprop=""streetAddress"">Bur Dubai</span>","City : Dubai,  UAE ",116357,Phone : 04-3599775Call,Phone : 04-3599775Call,,
,"<span itemprop=""streetAddress"">Al Muroor</span>","City : Abu Dhabi,  UAE ",109770,Phone : 02-4488640Call,Phone : 02-4488640Call,,
,"<span itemprop=""streetAddress"">Behind Adnoc Petrol Station, Najda Street</span>","City : Abu Dhabi,  UAE ",,Phone : 056-2090767Call,Phone : 056-2090767Call,,
,"<span itemprop=""streetAddress"">Khalifa Str</span>","City : Abu Dhabi,  UAE ",105912,Phone : 02-6270080Call,Phone : 02-6270080Call,,
,"<span itemprop=""streetAddress"">Al Nahda</span>","City : Sharjah,  UAE ",,Phone : 06-5544757Call,Phone : 06-5544757Call,,
,"<span itemprop=""streetAddress"">Amman St, Al nahda 1</span>","City : Dubai,  UAE ",237882,Phone : 04-2398502Call,Phone : 04-2398502Call,,
,"<span itemprop=""streetAddress"">Airport Rd</span>","City : Abu Dhabi,  UAE ",200,Phone : 02-6330099Call,Phone : 02-6330099Call,,
,"<span itemprop=""streetAddress"">Next To EPPCO Petrol Station</span>","City : Dubai,  UAE ",,Phone : 04-2575020Call,Phone : 04-2575020Call,,
,"<span itemprop=""streetAddress"">Shk Zayed Rd</span>","City : Dubai,  UAE ",36853,Phone : 04-3311502Call,Phone : 04-3311502Call,,
,"<span itemprop=""streetAddress"">Opp ADCB, Meena Rd</span>","City : Sharjah,  UAE ",70886,Phone : 06-5628121Call,Phone : 06-5628121Call,,
,"<span itemprop=""streetAddress"">Al Barsha</span>","City : Dubai,  UAE ",,Phone : 04-3255444Call,Phone : 04-3255444Call,,
,"<span itemprop=""streetAddress"">G Flr, Al Khaleej Centre, Bur Dubai</span>","City : Dubai,  UAE ",43383,Phone : 04-3522766Call,Phone : 04-3522766Call,,
,"<span itemprop=""streetAddress"">Farimont Bab Al Bahr</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6543333Call,Phone : 02-6543333Call,,
,"<span itemprop=""streetAddress"">Jumeirah Road, Opposite City Bank</span>","City : Dubai,  UAE ",,Phone : 04-2272528Call,Phone : 04-2272528Call,,
,"<span itemprop=""streetAddress"">Khalifa 11</span>","City : Abu Dhabi,  UAE ",,Phone : 02-5521199Call,Phone : 02-5521199Call,,
,,"City : Dubai,  UAE ",,Phone : 600-523334Call,Phone : 600-523334Call,,
,"<span itemprop=""streetAddress"">Near Lighthouse Community Psychological Clinic</span>","City : Dubai,  UAE ",,Phone : 04-3284371Call,Phone : 04-3284371Call,,
,,"City : Abu Dhabi,  UAE ",62920,Phone : 02-4058678Call,Phone : 02-4058678Call,,
,"<span itemprop=""streetAddress"">Damascus St, Al Qusais</span>","City : Dubai,  UAE ",,Phone : 04-2678056Call,Phone : 04-2678056Call,,
,"<span itemprop=""streetAddress"">Al Nahda 1</span>","City : Dubai,  UAE ",96703,Phone : 04-2676986Call,Phone : 04-2676986Call,,
,"<span itemprop=""streetAddress"">Opp Buhari Masjid, Bhnd NMC , Al Nahda 1</span>","City : Dubai,  UAE ",96703,Phone : 04-2676986Call,Phone : 04-2676986Call,,
,"<span itemprop=""streetAddress"">TCA</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6451699Call,Phone : 02-6451699Call,,
,"<span itemprop=""streetAddress"">Opp Lulu Village, Near Emarat Petrol Station, Muhaisnah</span>","City : Dubai,  UAE ",,Phone : 04-2511713Call,Phone : 04-2511713Call,,
,"<span itemprop=""streetAddress"">E 278-279 - 2nd Floor Extension, Al Wahda Mall</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6438221Call,Phone : 02-6438221Call,,
,"<span itemprop=""streetAddress"">Behind Al Salama Hospital</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6763626Call,Phone : 02-6763626Call,,
,"<span itemprop=""streetAddress"">Karama</span>","City : Dubai,  UAE ",6319,Phone : 04-3374222Call,Phone : 04-3374222Call,,
,"<span itemprop=""streetAddress"">DIFC</span>","City : Dubai,  UAE ",281066,Phone : 04-3585550Call,Phone : 04-3585550Call,,
,"<span itemprop=""streetAddress"">Barsha</span>","City : Dubai,  UAE ",,,,,
,"<span itemprop=""streetAddress"">Naif Rd, Deira</span>","City : Dubai,  UAE ",,Phone : 04-2712262Call,Phone : 04-2712262Call,,
,"<span itemprop=""streetAddress"">Level 2, Al Wahda Mall Extension</span>","City : Abu Dhabi,  UAE ",33779,Phone : 02-6156039Call,Phone : 02-6156039Call,,
,"<span itemprop=""streetAddress"">Al Nahda 2</span>","City : Dubai,  UAE ",,Phone : 04-2206868Call,Phone : 04-2206868Call,,
,"<span itemprop=""streetAddress"">Bur Dubai</span>","City : Dubai,  UAE ",,Phone : 04-3935186Call,Phone : 04-3935186Call,,
,"<span itemprop=""streetAddress"">Behind Fresh &amp; More Supermarket</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6712050Call,Phone : 02-6712050Call,,
,"<span itemprop=""streetAddress"">9, Al Zara Bldg, Khalid Bin Walid St, Bur Dubai</span>","City : Dubai,  UAE ",51043,Phone : 04-3931876Call,Phone : 04-3931876Call,,
,"<span itemprop=""streetAddress"">Ritz Carlton, Al Maqta</span>","City : Abu Dhabi,  UAE ",,Phone : 02-8188888Call,Phone : 02-8188888Call,,
,"<span itemprop=""streetAddress"">Talal Belhoul Building, Opp NMC Hosp, Bhnd Sahara Centre, Al Nahda</span>","City : Dubai,  UAE ",20199,Phone : 04-2506111Call,Phone : 04-2506111Call,,
,"<span itemprop=""streetAddress"">Near Dubai Islamic Bank, Karama</span>","City : Dubai,  UAE ",,Phone : 04-3795238Call,Phone : 04-3795238Call,,
,"<span itemprop=""streetAddress"">Abraj Centre, Sabakha Bus Stand, Deira</span>","City : Dubai,  UAE ",11311,Phone : 04-2277941Call,Phone : 04-2277941Call,,
,"<span itemprop=""streetAddress"">Near Grand Hotel, Al Qusais</span>","City : Dubai,  UAE ",48300,Phone : 04-2582050Call,Phone : 04-2582050Call,,
,"<span itemprop=""streetAddress"">Hamdan St</span>","City : Abu Dhabi,  UAE ",73145,Phone : 02-6772828Call,Phone : 02-6772828Call,,
,"<span itemprop=""streetAddress"">Trade Centre Road, Karama</span>","City : Dubai,  UAE ",2044,Phone : 04-3967788Call,Phone : 04-3967788Call,,
,"<span itemprop=""streetAddress"">Al Owasis Bldg, Al Rigga Rd</span>","City : Dubai,  UAE ",13951,Phone : 04-2239233Call,Phone : 04-2239233Call,,
,"<span itemprop=""streetAddress"">Near Canadian Hosp, Mamzar Centre</span>","City : Dubai,  UAE ",,Phone : 04-2692979Call,Phone : 04-2692979Call,,
,"<span itemprop=""streetAddress"">Bhnd NMC Hosp, Al Nahda 2</span>","City : Dubai,  UAE ",192078,Phone : 04-2380049Call,Phone : 04-2380049Call,,
,"<span itemprop=""streetAddress"">Satwa</span>","City : Dubai,  UAE ",,Phone : 04-3989920Call,Phone : 04-3989920Call,,
,"<span itemprop=""streetAddress"">Madinat Zayed</span>","City : Abu Dhabi,  UAE ",43750,Phone : 02-6337155Call,Phone : 02-6337155Call,,
,"<span itemprop=""streetAddress"">Deira</span>","City : Dubai,  UAE ",65653,Phone : 04-2828007Call,Phone : 04-2828007Call,,
,"<span itemprop=""streetAddress"">Beach Road, Jumeirah</span>","City : Dubai,  UAE ",30985,Phone : 04-3211884Call,Phone : 04-3211884Call,,
,"<span itemprop=""streetAddress"">Karama</span>","City : Dubai,  UAE ",30985,Phone : 04-3960088Call,Phone : 04-3960088Call,,
,"<span itemprop=""streetAddress"">Al Maktoum St, Deira</span>","City : Dubai,  UAE ",119943,Phone : 04-2229900Call,Phone : 04-2229900Call,,
,"<span itemprop=""streetAddress"">Al Wahda St</span>","City : Sharjah,  UAE ",4561,Phone : 06-5328000Call,Phone : 06-5328000Call,,
,"<span itemprop=""streetAddress"">Downtown</span>","City : Dubai,  UAE ",,Phone : 04-4579944Call,Phone : 04-4579944Call,,
,"<span itemprop=""streetAddress"">Muroor Street</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6426499Call,Phone : 02-6426499Call,,
,,"City : Sharjah,  UAE ",,Phone : 06-5652080Call,Phone : 06-5652080Call,,
,,"City : Dubai,  UAE ",500003,Phone : 04-5531335Call,Phone : 04-5531335Call,,
,"<span itemprop=""streetAddress"">Discovery Gardens</span>","City : Dubai,  UAE ",,Phone : 04-4456789Call,Phone : 04-4456789Call,,
,"<span itemprop=""streetAddress"">Opp Citymax, Barsha 1</span>","City : Dubai,  UAE ",,Phone : 04-3792440Call,Phone : 04-3792440Call,,
,"<span itemprop=""streetAddress"">Al Noor Building, Behind Sahara Center</span>","City : Dubai,  UAE ",,Phone : 04-2560066Call,Phone : 04-2560066Call,,
,"<span itemprop=""streetAddress"">Behind Emirates NBD, Near Colours Hyper Market</span>","City : Abu Dhabi,  UAE ",,Phone : 02-3048155Call,Phone : 02-3048155Call,,
,"<span itemprop=""streetAddress"">Discovery Garden</span>","City : Dubai,  UAE ",,Phone : 04-8877866Call,Phone : 04-8877866Call,,
,"<span itemprop=""streetAddress"">Opp Enoc Staff Accomodation, Al Quoz Indl Area 2</span>","City : Dubai,  UAE ",,Phone : 04-3416003Call,Phone : 04-3416003Call,,
,"<span itemprop=""streetAddress"">Karama</span>","City : Dubai,  UAE ",,Phone : 04-3967909Call,Phone : 04-3967909Call,,
,"<span itemprop=""streetAddress"">Deira</span>","City : Dubai,  UAE ",87565,Phone : 04-2255518Call,Phone : 04-2255518Call,,
,"<span itemprop=""streetAddress"">Opp Central Bank, Kalba Rd</span>","City : Fujairah,  UAE ",1875,Phone : 09-2224929Call,Phone : 09-2224929Call,,
,"<span itemprop=""streetAddress"">Dubai Silicon Oasis</span>","City : Dubai,  UAE ",,Phone : 04-3255990Call,Phone : 04-3255990Call,,
,"<span itemprop=""streetAddress"">Near The Infiniti Center, Sh Zayed Rd</span>","City : Dubai,  UAE ",643982,Phone : 04-3805454Call,Phone : 04-3805454Call,,
,"<span itemprop=""streetAddress"">Bhnd Aramex, Abu Shagara</span>","City : Sharjah,  UAE ",,Phone : 06-5599747Call,Phone : 06-5599747Call,,
,"<span itemprop=""streetAddress"">Al Satwa</span>","City : Dubai,  UAE ",,Phone : 04-3323339Call,Phone : 04-3323339Call,,
,"<span itemprop=""streetAddress"">Near Royal Le Meridien, I/Change 5, Jumeirah Beach</span>","City : Dubai,  UAE ",24454,Phone : 04-3995000Call,Phone : 04-3995000Call,,
,"<span itemprop=""streetAddress"">Ground Floor, Buldg#5, Damascus Road, Al Qusais</span>","City : Dubai,  UAE ",,Phone : 04-2635926Call,Phone : 04-2635926Call,,
,,"City : Dubai,  UAE ",,Phone : 04-2682617Call,Phone : 04-2682617Call,,
,"<span itemprop=""streetAddress"">Al Nahda 2</span>","City : Dubai,  UAE ",,Phone : 04-2207799Call,Phone : 04-2207799Call,,
,"<span itemprop=""streetAddress"">1 B, Discovery Gardens</span>","City : Dubai,  UAE ",,Phone : 04-4279602Call,Phone : 04-4279602Call,,
,"<span itemprop=""streetAddress"">Khalifa St</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6261112Call,Phone : 02-6261112Call,,
,"<span itemprop=""streetAddress"">Al Quoz</span>","City : Dubai,  UAE ",,Phone : 04-2251807Call,Phone : 04-2251807Call,,
,"<span itemprop=""streetAddress"">Near Karachi Darbar, Satwa</span>","City : Dubai,  UAE ",,Phone : 04-3234322Call,Phone : 04-3234322Call,,
,"<span itemprop=""streetAddress"">Near Satwa Bus Stand</span>","City : Dubai,  UAE ",,Phone : 04-3317799Call,Phone : 04-3317799Call,,
,"<span itemprop=""streetAddress"">Corniche Rd</span>","City : Abu Dhabi,  UAE ",43695,Phone : 02-6814200Call,Phone : 02-6814200Call,,
,"<span itemprop=""streetAddress"">Opp Liberty S/Room, New Double Cola Rd</span>","City : Sharjah,  UAE ",28650,Phone : 06-5338414Call,Phone : 06-5338414Call,,
,"<span itemprop=""streetAddress"">R/A 8, Jebel Ali Free Zone</span>","City : Jebel Ali,  UAE ",2316,Phone : 04-8839944Call,Phone : 04-8839944Call,,
,"<span itemprop=""streetAddress"">Jebel Ali Free Zone</span>","City : Dubai,  UAE ",,Phone : 04-8839955Call,Phone : 04-8839955Call,,
,"<span itemprop=""streetAddress"">Baniyas Sq, Opp Kuwaiti S/M, Deira</span>","City : Dubai,  UAE ",1026,Phone : 04-2247776Call,Phone : 04-2247776Call,,
,"<span itemprop=""streetAddress"">Oman-Hatta Main Highway, Resort Area</span>","City : Dubai,  UAE ",9277,Phone : 04-8523211Call,Phone : 04-8523211Call,,
,"<span itemprop=""streetAddress"">Western Mina Seyahi, Al Soufouh Rd, Dubai Marina</span>","City : Dubai,  UAE ",,Phone : 04-3994141Call,Phone : 04-3994141Call,,
,"<span itemprop=""streetAddress"">Hamdan Street</span>","City : Abu Dhabi,  UAE ",33066,Phone : 02-6724400Call,Phone : 02-6724400Call,,
,"<span itemprop=""streetAddress"">Near Russian Embassy, Hamdan Street</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6661590Call,Phone : 02-6661590Call,,
,"<span itemprop=""streetAddress"">Dibba</span>","City : Fujairah,  UAE ",11401,Phone : 09-2443282Call,Phone : 09-2443282Call,,
,"<span itemprop=""streetAddress"">Crown Plaza</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6166132Call,Phone : 02-6166132Call,,
,"<span itemprop=""streetAddress"">Fotouh Al Khair Centre, Al Markaziyah</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6315111Call,Phone : 02-6315111Call,,
,"<span itemprop=""streetAddress"">Deria -Naif Road</span>","City : Dubai,  UAE ",,Phone : 04-2252293Call,Phone : 04-2252293Call,,
,"<span itemprop=""streetAddress"">Naif Rd, Deira</span>","City : Dubai,  UAE ",,Phone : 04-2223749Call,Phone : 04-2223749Call,,
,"<span itemprop=""streetAddress"">Karama Centre, Opp Dubai Municipality, Karama</span>","City : Dubai,  UAE ",165,Phone : 04-3979910Call,Phone : 04-3979910Call,,
,"<span itemprop=""streetAddress"">Near Abu Shagara Park, Abu Shagara</span>","City : Sharjah,  UAE ",,Phone : 06-5557800Call,Phone : 06-5557800Call,,
,"<span itemprop=""streetAddress"">Mussafah 11</span>","City : Abu Dhabi,  UAE ",,Phone : 02-5520500Call,Phone : 02-5520500Call,,
,"<span itemprop=""streetAddress"">Lighthouse Community Psychological Clinic, Jumeira Beach Road</span>","City : Dubai,  UAE ",,Phone : 04-3883332Call,Phone : 04-3883332Call,,
,"<span itemprop=""streetAddress"">Opp Burjuman Business Towers, Near FNS Cafe, Karama</span>","City : Dubai,  UAE ",,Phone : 04-3995786Call,Phone : 04-3995786Call,,
,"<span itemprop=""streetAddress"">Near Etisalat, Electra Street</span>","City : Abu Dhabi,  UAE ",35004,Phone : 02-6352622Call,Phone : 02-6352622Call,,
,"<span itemprop=""streetAddress"">Satwa</span>","City : Dubai,  UAE ",,Phone : 04-3291100Call,Phone : 04-3291100Call,,
,"<span itemprop=""streetAddress"">Oud Metha</span>","City : Dubai,  UAE ",,Phone : 04-3344294Call,Phone : 04-3344294Call,,
,,"City : Abu Dhabi,  UAE ",,Phone : 02-6414478Call,Phone : 02-6414478Call,,
,"<span itemprop=""streetAddress"">Al Barsha</span>","City : Dubai,  UAE ",,Phone : 04-3958599Call,Phone : 04-3958599Call,,
,"<span itemprop=""streetAddress"">Near Sunrise Supermarket, Karama</span>","City : Dubai,  UAE ",,Phone : 04-3355922Call,Phone : 04-3355922Call,,
,"<span itemprop=""streetAddress"">Raddison Blue Hotel, Media City</span>","City : Dubai,  UAE ",,Phone : 04-3669111Call,Phone : 04-3669111Call,,
,"<span itemprop=""streetAddress"">Imperial Suite Hotel Apts, Al Rolla Rd, Bur Dubai</span>","City : Dubai,  UAE ",26913,Phone : 04-3552028Call,Phone : 04-3552028Call,,
,"<span itemprop=""streetAddress"">Khor Al Maqta</span>","City : Abu Dhabi,  UAE ",,Phone : 02-4041921Call,Phone : 02-4041921Call,,
,"<span itemprop=""streetAddress"">G Flr, Zarwani Bldg, Sabakha Rd, Deira</span>","City : Dubai,  UAE ",40994,Phone : 04-2291555Call,Phone : 04-2291555Call,,
,"<span itemprop=""streetAddress"">Bhnd Mashreqbank, Opp Immigration Office, Immigration Rd</span>","City : Sharjah,  UAE ",38423,Phone : 06-5738880Call,Phone : 06-5738880Call,,
,"<span itemprop=""streetAddress"">Safeer Mall</span>","City : Sharjah,  UAE ",,Phone : 06-5374331Call,Phone : 06-5374331Call,,
,"<span itemprop=""streetAddress"">Garhoud</span>","City : Dubai,  UAE ",26016,Phone : 04-2869600Call,Phone : 04-2869600Call,,
,"<span itemprop=""streetAddress"">Near National Hospital, Najda Street</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6677898Call,Phone : 02-6677898Call,,
,"<span itemprop=""streetAddress"">Beach Rotana, Al Zahiyah</span>","City : Abu Dhabi,  UAE ",,Phone : 02-6979334Call,Phone : 02-6979334Call,,
,"<span itemprop=""streetAddress"">Karama</span>","City : Dubai,  UAE ",52044,Phone : 04-3345212Call,Phone : 04-3345212Call,,
